id,country,county,municipality,civilparish,city,citygenitive,street
59,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Širvintų rajono savivaldybė,Širvintų seniūnija,Akmeniai,Akmenių kaimas,Aitvarų gatvė
60,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Senųjų Trakų seniūnija,Pabaliai,Pabalių kaimas,Aitvarų gatvė
61,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Deltuvos seniūnija,Statikai,Statikų kaimas,Aitvarų gatvė
62,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Ukmergės miesto seniūnija,Ukmergė,Ukmergės miestas,Ajerų gatvė
63,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Šalčininkų rajono savivaldybė,Eišiškių seniūnija,Eišiškės,Eišiškių miestas,Akacijų gatvė
64,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Švenčionėlių miesto seniūnija,Švenčionėliai,Švenčionėlių miestas,Akacijų gatvė
65,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Trakų seniūnija,Būda III,Būdos III kaimas,Akacijų gatvė
66,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Nemėžio seniūnija,Skaidiškės,Skaidiškių kaimas,Akacijų gatvė
67,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Švenčionėlių seniūnija,Statkuškė,Statkuškės viensėdis,Akacijų gatvė
68,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Rudaminos seniūnija,Akalotė,Akalotės kaimas,
69,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Nemenčinės seniūnija,Akavitai,Akavitų kaimas,
70,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Marijampolio seniūnija,Akloji,Aklosios kaimas,
71,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Širvintų rajono savivaldybė,Širvintų seniūnija,Černiškės,Černiškių kaimas,Akloji gatvė
72,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Ukmergės miesto seniūnija,Ukmergė,Ukmergės miestas,Akloji gatvė
73,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Šalčininkų rajono savivaldybė,Eišiškių seniūnija,Aklė,Aklės kaimas,
74,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Trakų seniūnija,Akmena,Akmenos kaimas,
75,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Paberžės seniūnija,Akmena,Akmenos kaimas,
76,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Aukštadvario seniūnija,Akmeniai,Akmenių kaimas,
77,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Švenčionėlių seniūnija,Akmeniškiai,Akmeniškių kaimas,
78,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Marijampolio seniūnija,Akmeniškės,Akmeniškių kaimas,Akmeniškių gatvė
79,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Buivydžių seniūnija,Akmentiltis,Akmentilčio viensėdis,
80,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Švenčionių seniūnija,Akmenynė,Akmenynės kaimas,
81,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Mickūnų seniūnija,Akmenynė,Akmenynės kaimas,
82,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Šalčininkų rajono savivaldybė,Šalčininkų seniūnija,Didieji Baušiai,Didžiųjų Baušių kaimas,Akmenynės gatvė
83,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Šalčininkų rajono savivaldybė,Turgelių seniūnija,Turgeliai,Turgelių kaimas,Akmenynės gatvė
84,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Rukainių seniūnija,Akmenė,Akmenės kaimas,
85,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Marijampolio seniūnija,Akmeniškės,Akmeniškių kaimas,Akmenėlių 1-oji gatvė
86,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Marijampolio seniūnija,Akmeniškės,Akmeniškių kaimas,Akmenėlių 2-oji gatvė
87,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Marijampolio seniūnija,Akmeniškės,Akmeniškių kaimas,Akmenėlių 3-oji gatvė
88,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Marijampolio seniūnija,Akmeniškės,Akmeniškių kaimas,Akmenėlių 4-oji gatvė
89,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Marijampolio seniūnija,Akmeniškės,Akmeniškių kaimas,Akmenėlių 5-oji gatvė
90,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Paberžės seniūnija,Akmenėlė,Akmenėlės kaimas,
91,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Širvintų rajono savivaldybė,Širvintų seniūnija,Černiškės,Černiškių kaimas,Akmenų gatvė
92,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Švenčionėlių miesto seniūnija,Švenčionėliai,Švenčionėlių miestas,Akmenų gatvė
93,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Nemėžio seniūnija,Liepiškės,Liepiškių kaimas,Akmenų gatvė
94,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Riešės seniūnija,Didžioji Riešė,Didžiosios Riešės kaimas,Akmenų gatvė
95,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Pabradės seniūnija,Akolionija,Akolionijos kaimas,
96,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Buivydžių seniūnija,Akuotninkai,Akuotninkų kaimas,
97,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Strūnaičio seniūnija,Akvieriškė,Akvieriškės kaimas,
98,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Onuškio seniūnija,Alaburdiškės,Alaburdiškių kaimas,
99,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Medininkų seniūnija,Alaburdiškės,Alaburdiškių viensėdis,
100,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Žemaitkiemio seniūnija,Martnonys,Martnonių kaimas,Alaušo gatvė
101,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Šalčininkų rajono savivaldybė,Dieveniškių seniūnija,Albertina,Albertinos kaimas,
102,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Taujėnų seniūnija,Albickėliai,Albickėlių kaimas,
103,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Aukštadvario seniūnija,Albinava,Albinavos kaimas,
104,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Širvintų rajono savivaldybė,Širvintų seniūnija,Alekniškis,Alekniškio viensėdis,
105,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Elektrėnų savivaldybė,Semeliškių seniūnija,Aleksandrava,Aleksandravos kaimas,
106,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Širvintų rajono savivaldybė,Čiobiškio seniūnija,Aleksandrava,Aleksandravos kaimas,
107,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Širvintų rajono savivaldybė,Musninkų seniūnija,Aleksandrava,Aleksandravos viensėdis,
108,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Onuškio seniūnija,Aleksandrava,Aleksandravos kaimas,
109,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Deltuvos seniūnija,Aleksandrava,Aleksandravos kaimas,
110,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Avižienių seniūnija,Aleksandravas,Aleksandravo kaimas,
111,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Deltuvos seniūnija,Deltuva,Deltuvos miestelis,Aleksandravos gatvė
112,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Riešės seniūnija,Aleksandravėlė,Aleksandravėlės viensėdis,
113,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Elektrėnų savivaldybė,Kazokiškių seniūnija,Aleksandriškės,Aleksandriškių kaimas,
114,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Rūdiškių seniūnija,Aleksandriškės,Aleksandriškių kaimas,
115,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Lavoriškių seniūnija,Aleksandriškės,Aleksandriškių viensėdis,
116,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Sužionių seniūnija,Aleksandriškės,Aleksandriškių viensėdis,
117,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Nemenčinės seniūnija,Raudondvaris,Raudondvario kaimas,Aleksandro Parčevskio gatvė
118,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Onuškio seniūnija,Alešiškės I,Alešiškių I kaimas,
119,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Onuškio seniūnija,Alešiškės II,Alešiškių II kaimas,
120,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Širvintų rajono savivaldybė,Musninkų seniūnija,Musninkai,Musninkų miestelis,Alfonso Petrulio aikštė
121,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Avižienių seniūnija,Bajorai,Bajorų kaimas,Algirdo Juliaus Greimo gatvė
122,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Maišiagalos seniūnija,Maišiagala,Maišiagalos miestelis,Algirdo gatvė
123,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Magūnų seniūnija,Algirdėnai,Algirdėnų kaimas,
124,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Deltuvos seniūnija,Dainava,Dainavos kaimas,Algirdų aikštė
125,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Dūkštų seniūnija,Aliejūnai,Aliejūnų kaimas,
126,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Elektrėnų savivaldybė,Kazokiškių seniūnija,Aliniškė,Aliniškės kaimas,
127,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Nemenčinės seniūnija,Aliniškės,Aliniškių kaimas,
128,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Elektrėnų savivaldybė,Elektrėnų seniūnija,Alinka,Alinkos kaimas,
129,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Elektrėnų savivaldybė,Elektrėnų seniūnija,Elektrėnai,Elektrėnų miestas,Alinkos gatvė
130,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Pivonijos seniūnija,Alionys,Alionių kaimas,
131,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Širvintų rajono savivaldybė,Alionių seniūnija,Alionys II,Alionių II kaimas,
132,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Elektrėnų savivaldybė,Vievio seniūnija,Pilypiškės,Pilypiškių kaimas,Aliosos gatvė
133,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Pabradės seniūnija,Alka,Alkos kaimas,
134,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Paberžės seniūnija,Alka,Alkos viensėdis,
135,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Želvos seniūnija,Alkinė,Alkinės kaimas,
136,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Elektrėnų savivaldybė,Vievio seniūnija,Alksna,Alksnos kaimas,
137,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Paberžės seniūnija,Alksninė,Alksninės viensėdis,
138,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Šalčininkų rajono savivaldybė,Dainavos seniūnija,Naujadvaris,Naujadvario kaimas,Alksnių gatvė
139,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Lentvario seniūnija,Valai,Valų kaimas,Alksnių gatvė
140,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Lavoriškių seniūnija,Alponiškė,Alponiškės viensėdis,
141,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Trakų seniūnija,Alsakiai,Alsakių kaimas,
142,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Trakų seniūnija,Alsakėliai,Alsakėlių kaimas,
143,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Šalčininkų rajono savivaldybė,Jašiūnų seniūnija,Altaronys,Altaronių viensėdis,
144,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Rūdiškių seniūnija,Aluona,Aluonos kaimas,
145,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Rūdiškių seniūnija,Rūdiškės,Rūdiškių miestas,Aluonos gatvė
146,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Elektrėnų savivaldybė,Gilučių seniūnija,Gilučiai,Gilučių kaimas,Alytaus gatvė
147,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Aukštadvario seniūnija,Aukštadvaris,Aukštadvario miestelis,Alytaus gatvė
148,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Ukmergės miesto seniūnija,Ukmergė,Ukmergės miestas,Alytaus gatvė
149,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Švenčionėlių seniūnija,Trūdai,Trūdų kaimas,Alytaus gatvė
150,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Riešės seniūnija,Pikeliškės,Pikeliškių kaimas,Alyvų 1-oji gatvė
151,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Riešės seniūnija,Pikeliškės,Pikeliškių kaimas,Alyvų 2-oji gatvė
152,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Elektrėnų savivaldybė,Elektrėnų seniūnija,Elektrėnai,Elektrėnų miestas,Alyvų gatvė
153,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Elektrėnų savivaldybė,Gilučių seniūnija,Gilučiai,Gilučių kaimas,Alyvų gatvė
154,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Šalčininkų rajono savivaldybė,Baltosios Vokės seniūnija,Žagarinė,Žagarinės kaimas,Alyvų gatvė
155,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Šalčininkų rajono savivaldybė,Šalčininkų seniūnija,Bruknynė,Bruknynės kaimas,Alyvų gatvė
156,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Širvintų rajono savivaldybė,Jauniūnų seniūnija,Antanaičiai,Antanaičių kaimas,Alyvų gatvė
157,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Širvintų rajono savivaldybė,Zibalų seniūnija,Kiaukliai,Kiauklių kaimas,Alyvų gatvė
158,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Adutiškio seniūnija,Jakeliai,Jakelių kaimas,Alyvų gatvė
159,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Kaltanėnų seniūnija,Ožkiniai,Ožkinių kaimas,Alyvų gatvė
160,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Švenčionėlių miesto seniūnija,Švenčionėliai,Švenčionėlių miestas,Alyvų gatvė
161,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Švenčionių rajono savivaldybė,Švenčionių miesto seniūnija,Švenčionys,Švenčionių miestas,Alyvų gatvė
162,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Aukštadvario seniūnija,Bijūnai,Bijūnų kaimas,Alyvų gatvė
163,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Trakų rajono savivaldybė,Lentvario seniūnija,Lentvaris,Lentvario miestas,Alyvų gatvė
164,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Ukmergės rajono savivaldybė,Ukmergės miesto seniūnija,Ukmergė,Ukmergės miestas,Alyvų gatvė
165,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Avižienių seniūnija,Klevinė,Klevinės viensėdis,Alyvų gatvė
166,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Avižienių seniūnija,Užubaliai,Užubalių kaimas,Alyvų gatvė
167,LIETUVOS RESPUBLIKA,Vilniaus apskritis,Vilniaus rajono savivaldybė,Dūkštų seniūnija,Brinkiškės,Brinkiškių kaimas,Alyvų gatvė
